word1,word2,pivot,label,RelatedTo_att1,RelatedTo_att2,IsA_att1,IsA_att2,UsedFor_att1,UsedFor_att2,HasContext_att1,HasContext_att2,PartOf_att1,PartOf_att2,CapableOf_att1,CapableOf_att2
walrus,hyena,tusks,1,0,1,1,1,1,1,0,0,0,0,0,0
elephant,dog,jars,0,1,1,1,1,1,1,1,1,0,0,1,0
jeans,shirt,fades,1,1,1,1,1,0,1,0,1,0,1,1,0
prune,tomato,wrinkled,1,1,1,1,1,1,1,0,1,0,0,1,0
cigarette,bottle,on,0,1,1,1,1,1,1,0,0,0,1,0,0
nectarine,banana,cloves,0,1,0,1,1,1,0,1,0,1,1,1,1
buggy,tricycle,exercising,0,1,1,1,1,1,1,1,1,0,0,1,0
inn,bridge,beds,1,1,1,0,1,1,1,0,1,0,1,1,1
blouse,skirt,bands,0,1,1,1,1,1,1,0,0,0,0,1,1
banner,cloak,quickly,0,1,0,1,1,0,0,0,1,0,0,0,1
panther,dolphin,sleek,0,1,1,1,1,1,1,1,0,0,0,0,1
elephant,donkey,trunk,1,1,1,1,1,1,1,0,1,0,0,1,0
donkey,tiger,cheese,0,1,1,1,1,0,1,0,0,0,0,0,1
pear,lime,guacamole,0,1,1,0,1,1,1,0,0,1,1,1,1
butterfly,wasp,flies,0,1,1,1,1,1,1,0,0,0,0,1,1
stool,bucket,cushion,1,0,1,0,1,1,0,0,1,0,0,0,0
coat,scarf,zipper,1,1,1,1,1,0,1,1,0,0,1,0,0
inn,church,cheese,0,1,1,0,1,1,0,0,1,0,0,1,1
cabinet,bookcase,handles,1,1,1,1,1,1,1,0,0,1,1,1,0
bucket,spoon,advertisements,0,1,1,1,1,1,1,0,0,0,0,1,1
clarinet,trombone,grip,0,1,1,1,1,1,1,0,0,1,0,1,1
harmonica,keyboard,hooks,0,1,1,0,1,1,1,0,0,0,1,1,1
bag,cushion,sizes,1,1,1,0,1,1,0,0,1,0,0,1,1
axe,sword,nuts,0,0,1,1,1,0,1,0,0,1,1,1,1
crab,pineapple,sideways,1,1,1,1,1,1,1,0,0,0,1,0,1
shoes,gloves,stirrups,0,1,1,1,1,1,1,0,0,1,0,1,1
tap,plug,ovens,0,1,1,1,0,1,1,0,0,1,0,1,1
dishwasher,cupboard,sidewalks,0,1,1,1,1,1,1,1,0,0,0,0,0
tomato,carrot,mailing,0,1,1,1,1,0,1,0,0,0,0,1,1
turtle,whale,slow,1,1,0,1,1,1,1,0,1,0,0,1,1
olive,asparagus,pit,1,1,1,1,1,1,0,0,1,0,0,1,0
rope,hook,thin,1,1,1,0,1,1,1,0,0,0,0,1,1
gun,grenade,nests,0,1,1,1,0,1,0,0,0,1,1,0,1
biscuit,cheese,fare,0,1,1,1,1,0,1,0,0,1,0,1,1
bison,goat,jungles,0,1,1,1,0,1,1,0,1,0,1,1,0
bra,vest,wires,1,1,1,1,0,1,1,0,1,0,0,1,1
ostrich,elephant,mink,0,1,1,1,1,0,1,0,1,0,0,1,1
rhubarb,spinach,skirts,0,1,1,1,1,1,1,0,0,0,0,1,1
apron,sweater,shaped,0,1,0,1,1,1,1,0,0,1,0,0,0
cart,trolley,stem,0,1,1,1,1,0,1,1,1,0,0,1,1
saxophone,violin,gold,1,1,1,1,1,0,0,0,1,1,0,1,0
bayonet,knife,toast,0,0,1,1,1,0,0,0,0,0,0,1,0
prune,strawberry,cloth,0,1,1,1,0,1,1,0,0,0,1,1,1
bayonet,sword,cleaning,0,1,1,1,1,0,1,0,0,0,0,0,1
chandelier,candle,gift,0,1,1,1,0,1,1,1,0,0,1,1,1
robe,veil,materials,1,1,1,0,1,1,1,0,1,0,0,0,1
shack,apartment,primitive,0,1,1,1,1,1,1,0,0,1,0,1,1
lime,parsley,seeds,1,1,1,1,1,1,1,0,0,1,0,0,1
skateboard,motorcycle,capacity,0,1,1,1,1,1,1,1,1,0,1,0,1
vulture,woodpecker,candle,0,1,1,0,1,0,1,0,0,1,0,1,1
radish,lettuce,good,0,1,1,1,0,1,1,1,1,1,0,1,1
scooter,car,ears,0,1,1,1,1,1,1,0,0,0,0,0,1
crab,clam,seats,0,1,1,1,1,1,0,0,0,0,0,1,1
bike,skis,pedals,1,0,1,0,1,1,0,0,0,0,0,1,1
corn,pepper,husks,1,1,1,1,1,0,1,0,0,1,0,0,1
raisin,cranberry,armrests,0,1,1,1,1,1,1,1,0,0,1,1,1
mouse,cat,cheese,1,1,1,1,0,1,1,0,0,1,0,1,1
coyote,hyena,rabbits,0,1,1,1,0,0,1,1,1,0,0,1,1
bagpipe,cello,bag,1,0,0,0,0,0,0,0,0,0,0,0,0
radio,stereo,antenna,1,1,1,1,0,1,1,0,0,0,1,0,1
pencil,scissors,gobbles,0,1,1,1,1,1,1,1,0,0,1,0,1
shirt,robe,buttons,1,1,1,1,1,1,1,1,0,0,0,0,1
goose,buzzard,coops,0,1,1,1,1,1,1,1,0,0,0,1,1
scarf,robe,brides,0,1,1,1,1,1,1,1,0,0,0,1,0
bucket,bowl,spokes,0,1,0,0,1,1,1,1,0,1,0,1,1
walnut,olive,cages,0,1,1,1,1,1,1,0,0,1,1,1,1
flea,wasp,rolls,0,1,1,1,1,0,1,0,1,0,1,1,0
knife,shovel,tables,0,1,1,1,1,1,0,0,0,0,1,1,1
plum,pumpkin,purple,1,1,1,1,1,0,1,1,0,0,1,1,0
snail,crab,slow,1,1,0,1,0,1,1,1,1,0,1,1,0
trombone,harpsichord,delicate,0,1,1,1,1,1,0,1,0,1,0,1,1
kite,starling,sauces,0,1,1,1,1,1,1,0,0,0,0,1,0
elephant,turtle,ears,1,1,1,0,1,1,1,0,0,0,1,1,0
dandelion,rhubarb,stem,1,1,1,1,1,1,1,0,0,0,0,1,0
nightgown,blouse,occasions,0,1,1,1,1,0,1,1,1,0,1,1,1
unicycle,scooter,pages,0,1,1,1,1,1,0,0,1,0,0,1,1
axe,sword,waitresses,0,1,1,1,1,1,1,1,1,0,0,1,1
hose,bolts,rubber,1,1,1,1,1,0,1,1,1,1,0,1,0
yacht,pier,darned,0,1,1,1,1,1,1,1,1,0,0,1,1
bear,dog,pounding,0,1,1,0,1,1,1,0,0,0,1,0,0
bucket,bag,boats,0,1,1,1,1,1,1,0,0,1,0,1,1
bike,trolley,gears,1,1,1,1,1,0,1,0,0,1,0,1,1
cucumber,cauliflower,guitar,0,1,1,1,0,1,1,1,0,0,0,1,0
pumpkin,coconut,seeds,1,1,1,1,1,1,1,1,1,0,0,1,0
cat,elephant,paws,1,1,0,1,0,1,1,1,0,0,0,0,0
bed,toilet,headboard,1,1,1,1,1,1,1,0,0,0,1,0,1
bear,cat,heels,0,1,1,1,1,1,1,0,0,0,1,1,1
spider,worm,insects,1,1,0,1,1,0,1,0,1,1,0,0,0
hawk,dove,flies,0,1,1,1,1,1,0,1,1,0,0,1,1
bed,bedroom,upholstered,0,1,1,1,1,0,1,0,1,0,0,0,0
hawk,falcon,rodents,0,1,1,1,1,1,0,1,1,1,0,1,1
revolver,pistol,trigger,0,1,1,1,1,0,1,0,0,0,1,1,1
eggplant,spinach,cafeterias,0,1,1,0,0,0,1,0,0,1,0,1,1
wagon,trolley,occasions,0,1,1,1,1,1,1,0,0,1,0,1,0
peas,asparagus,warts,0,1,0,1,1,1,1,0,0,1,1,1,0
catfish,shrimp,garbage,1,1,1,1,1,1,0,0,1,0,1,1,0
chicken,dish,television,0,1,1,1,1,0,0,0,0,1,0,1,1
bat,ball,flies,1,1,1,1,1,0,1,0,0,0,0,1,1
pencil,knife,cord,0,1,1,0,1,1,1,0,1,0,0,1,0
shield,plate,television,0,1,1,1,0,1,1,0,0,1,0,1,1
pigeon,partridge,animals,0,1,1,0,1,1,1,0,1,1,0,1,1
cod,mackerel,scales,0,1,1,1,1,0,1,1,0,0,0,1,0
chimp,elephant,fireplace,0,1,0,1,1,1,1,0,0,0,0,1,1
bat,duck,serrated,0,1,1,1,1,1,1,0,0,0,0,1,0
buffalo,elk,herds,0,1,1,1,1,1,1,1,1,0,1,1,0
camel,pony,spits,1,1,1,1,1,0,0,0,0,0,0,1,1
hamster,rat,herb,0,1,1,1,1,0,1,0,1,0,0,0,0
chicken,cheese,spacious,0,1,1,1,1,1,1,1,1,0,0,1,1
harmonica,violin,candle,0,1,1,1,1,1,1,0,1,1,1,1,0
robe,blouse,belt,1,1,1,1,1,0,1,1,0,1,0,1,1
bike,scooter,bars,0,1,1,1,1,0,1,0,0,0,0,1,1
candle,chandelier,catching,0,1,1,1,1,1,1,0,0,0,0,1,1
wasp,flea,flies,1,1,1,1,1,1,1,1,0,1,1,0,1
magazine,radio,dimples,0,1,1,1,1,1,0,1,1,0,0,1,0
drill,plug,zoos,0,1,1,1,1,1,1,1,0,0,1,1,0
bedroom,bungalow,dresser,1,1,1,0,1,1,1,0,1,0,0,1,0
seagull,pelican,manure,1,1,1,0,1,1,1,0,1,0,1,1,1
cat,spider,baseball,0,1,1,1,1,1,1,0,1,1,0,1,1
coin,bracelet,sizes,1,1,1,1,0,0,1,0,0,0,0,0,1
peach,lemon,pit,1,1,1,1,1,1,0,1,0,0,0,0,0
clamp,hose,pants,0,1,1,1,1,1,1,0,1,0,1,1,1
chain,boots,prongs,0,1,1,1,0,0,1,0,0,0,0,0,1
tuba,banjo,parties,0,1,1,1,1,0,1,1,1,1,1,0,1
bottle,tray,lid,1,1,1,1,1,1,0,0,1,1,0,1,1
napkin,cigarette,crust,0,1,1,1,1,1,1,0,0,1,0,1,1
tuna,cheese,stirring,0,1,1,1,1,1,1,0,0,0,0,0,1
cloak,scarf,pockets,0,1,1,1,1,1,1,0,1,0,1,1,0
shoes,sandals,lemon,0,1,1,1,1,1,0,0,1,1,0,1,0
spade,brush,desk,0,1,1,1,1,1,0,0,0,0,0,1,1
sweater,pants,girls,0,1,1,1,0,1,1,1,1,0,0,1,1
blueberry,raisin,decoration,0,1,1,1,1,1,1,0,1,1,1,1,1
cedar,cherry,monkeys,0,1,1,1,1,1,1,1,0,0,0,1,1
tent,bag,zippers,1,1,1,1,1,1,1,0,0,0,0,1,1
eggplant,pumpkin,chains,0,1,1,1,0,0,0,0,0,0,0,1,0
pineapple,onions,headboard,0,1,1,0,1,1,1,0,1,1,0,1,1
toilet,fridge,cupboards,0,1,1,1,1,1,1,0,0,0,0,0,1
cabinet,cupboard,shelves,0,1,1,1,1,0,1,1,1,1,0,0,1
cabbage,pepper,appliance,0,1,1,1,1,0,1,0,1,0,0,0,0
sleigh,trolley,tracks,0,1,1,0,1,1,1,1,1,0,0,1,1
sparrow,blackbird,warts,0,1,1,1,0,0,1,1,0,1,0,0,1
pliers,scissors,handles,0,1,1,1,1,1,1,0,0,0,0,1,1
revolver,crossbow,wolf,0,1,1,1,1,1,1,0,0,0,0,0,0
tortoise,turtle,hanging,0,1,1,1,1,1,1,0,0,0,1,1,1
bike,skis,stretchy,0,1,1,1,1,1,1,0,1,0,0,1,1
tuba,trumpet,weapon,0,1,1,1,1,0,1,0,0,1,0,1,1
raccoon,skunk,garbage,1,1,1,0,1,1,0,0,0,0,0,0,1
bagpipe,banjo,fangs,0,1,1,1,1,1,1,0,1,0,0,1,1
slippers,pajamas,flies,0,1,1,1,1,1,1,1,0,0,1,1,0
pear,peach,stem,1,1,1,1,1,1,1,0,1,0,0,1,1
oak,cedar,amusement,0,1,1,1,1,0,1,1,1,0,1,1,1
colander,skillet,holes,1,1,1,1,1,1,1,0,0,0,1,0,0
gloves,socks,climates,0,1,1,1,1,1,1,1,0,0,0,0,0
cushion,skirt,square,1,1,1,1,1,1,1,1,0,0,0,0,1
otter,toad,stables,0,1,1,1,0,1,1,0,1,1,1,1,0
spade,dagger,award,0,1,1,1,1,1,1,0,0,0,0,0,0
toad,duck,insects,1,1,1,1,0,1,1,0,1,0,1,1,1
bat,otter,flies,1,1,1,0,1,0,0,0,0,0,1,0,1
lamb,dish,breakable,0,1,1,1,1,1,1,0,0,1,0,1,0
tie,blouse,patterns,1,1,1,1,1,1,0,0,1,0,1,1,1
crayon,paintbrush,colourful,1,1,0,1,1,1,1,0,0,0,1,1,0
clock,thermometer,numbers,0,1,1,1,1,1,1,1,0,0,1,1,0
avocado,potato,catching,0,1,1,0,1,1,1,0,0,1,0,0,1
hornet,wasp,stinger,0,1,1,1,1,0,1,0,0,0,0,1,1
tiger,dog,chords,0,1,1,1,1,1,1,1,0,0,0,1,1
pliers,bolts,pain,0,1,1,1,1,1,0,0,0,0,1,0,1
blueberry,lemon,twisted,0,1,0,0,1,1,1,0,0,1,1,1,1
trout,mackerel,gravy,0,1,1,1,0,1,1,1,0,1,0,1,1
leopard,elephant,grooming,0,0,1,1,1,1,1,0,1,0,0,1,1
bus,subway,disease,0,1,1,1,1,0,0,0,1,1,1,1,1
goose,falcon,shoulders,0,1,1,1,0,1,1,0,0,1,0,1,1
eggplant,beets,objects,0,1,1,0,1,1,0,0,0,0,0,0,1
coyote,panther,beaches,0,1,1,1,1,1,1,1,1,0,0,0,1
tent,hut,good,0,0,1,1,1,1,1,1,0,1,0,1,0
bag,tray,bambi,0,0,0,1,1,1,1,0,1,0,0,1,1
sweater,pants,plumbing,0,1,1,1,1,1,1,1,0,0,0,1,1
hawk,helicopter,claws,1,1,1,1,1,0,1,0,1,1,1,0,1
buggy,wheel,loops,0,1,1,1,1,1,1,0,0,0,0,1,1
bag,tray,kernels,0,0,1,1,1,1,1,1,0,1,0,1,0
trumpet,clarinet,valves,1,1,1,1,1,0,1,0,0,0,1,1,1
belt,plate,ivory,0,1,1,1,1,0,1,1,1,0,0,1,1
scarf,pants,landlord,0,1,1,1,1,0,0,0,1,1,0,1,1
colander,ladle,spice,0,1,1,1,1,1,1,0,0,0,1,0,1
otter,lion,bathing,0,1,1,1,1,0,1,0,0,1,1,0,0
raven,crow,tusks,0,1,1,1,1,1,1,0,0,1,0,0,1
beaver,cougar,jewelry,0,1,1,1,1,1,1,1,0,0,0,1,0
biscuit,pie,borscht,0,0,1,1,1,1,1,1,1,0,1,1,1
pumpkin,garlic,seeds,1,1,1,1,1,1,1,1,1,0,1,1,1
pencil,brush,occasions,0,1,1,1,0,1,0,0,0,0,0,0,1
ship,yacht,floats,1,1,1,0,0,0,1,1,0,0,0,0,1
cucumber,pineapple,launched,0,1,1,1,1,0,1,0,0,1,0,1,1
corn,potato,stalks,1,1,1,1,1,1,1,0,0,0,1,0,1
cat,spider,claws,1,1,1,1,1,1,1,1,1,1,1,0,1
leopard,hyena,spots,1,1,1,1,1,0,1,0,0,1,1,0,1
pig,rabbit,skirts,0,1,1,0,0,1,1,0,0,0,0,0,1
chipmunk,otter,slow,0,1,1,1,1,0,1,0,1,1,1,1,1
tray,brush,rectangular,1,1,1,1,1,1,1,1,0,0,0,0,0
yam,cabbage,bulletproof,0,1,1,1,1,1,1,0,1,0,1,1,0
cherry,cucumber,stem,1,1,1,0,1,1,1,1,0,1,1,0,0
raisin,pear,dried,1,1,1,1,1,1,1,0,0,1,0,1,1
tiger,eagle,inexpensive,0,1,1,0,1,0,1,1,0,1,1,1,1
plum,cranberry,pit,1,1,1,0,1,1,1,1,0,0,0,1,1
blueberry,strawberry,cartoons,0,1,1,1,1,1,1,0,0,0,0,1,0
apple,pumpkin,diamonds,0,1,1,1,1,1,1,0,1,0,0,1,0
crossbow,catapult,string,1,1,1,0,1,1,1,1,0,0,1,1,1
screws,barrel,heads,1,1,1,1,1,1,1,1,0,1,0,1,1
avocado,pumpkin,preserves,0,1,0,1,1,0,1,0,0,0,0,1,0
rattlesnake,squirrel,slithers,1,1,1,1,1,1,1,0,0,0,0,0,0
belt,pants,thin,1,1,1,1,1,1,0,1,1,0,0,1,0
lobster,mackerel,claws,1,1,1,1,1,1,1,0,0,1,1,0,0
cupboard,closet,handles,1,1,1,1,1,0,1,0,0,1,0,0,1
harmonica,banjo,nest,0,1,1,1,1,1,0,1,1,0,0,1,1
gun,tank,hay,0,1,1,1,1,0,0,0,0,1,0,1,0
saxophone,cello,mouthpiece,1,1,1,1,0,1,1,1,0,0,0,0,1
raccoon,mink,mask,1,1,1,1,1,0,1,0,0,1,1,0,0
corn,bread,ears,1,1,1,1,1,1,1,0,1,0,0,0,1
cheetah,tiger,spots,1,1,1,1,1,1,1,0,1,0,0,0,1
jeans,skirt,pockets,1,1,1,1,1,1,1,0,0,0,0,1,0
bra,jacket,poisonous,0,1,1,1,0,1,0,0,0,1,0,1,1
toad,frog,bulletproof,0,1,1,1,1,1,0,0,0,1,0,1,1
goat,sheep,grass,0,1,1,1,1,0,1,0,0,0,1,1,1
dishwasher,oven,styles,0,1,1,1,0,0,1,1,1,0,0,0,0
blender,kettle,electronic,1,1,1,1,0,1,1,0,1,0,0,1,1
bra,socks,opening,0,1,1,1,1,1,0,1,0,0,0,0,1
woodpecker,buzzard,insects,1,1,1,1,1,1,1,1,0,1,0,1,0
knife,brush,burns,0,1,1,1,1,0,1,1,0,0,1,0,0
crab,mushroom,icing,0,1,1,1,1,1,0,0,1,0,1,1,0
cod,shrimp,metric,0,1,1,1,1,1,1,0,1,1,0,1,1
shoes,pants,soles,1,1,1,1,1,1,1,0,0,1,1,1,1
cherry,olive,piano,0,1,1,1,1,1,1,1,1,1,0,1,1
pheasant,pigeon,belt,0,1,1,1,1,0,1,0,0,0,0,1,0
hyena,deer,rabbit,0,1,0,1,1,1,1,0,0,1,0,1,1
bow,bolts,curved,1,1,1,1,1,1,1,0,0,0,1,1,0
turtle,shrimp,swinging,0,1,1,1,1,1,1,0,1,1,1,1,1
shield,coat,conductor,0,1,1,1,1,1,1,0,0,1,0,0,0
potato,avocado,squeaks,0,1,1,1,1,1,1,0,0,0,0,0,1
camisole,vest,needles,0,1,1,1,1,1,0,0,0,1,0,1,0
lobster,salmon,loaf,0,1,1,1,1,1,0,1,1,0,0,1,1
peach,grapefruit,on,0,1,1,1,1,1,1,0,1,0,1,0,0
tricycle,bike,flames,0,1,1,1,0,1,1,0,0,0,1,1,0
broccoli,beans,summer,0,1,1,0,1,1,1,0,0,1,0,0,1
cranberry,plum,honks,0,1,1,1,1,1,1,0,1,0,1,1,1
wand,lamp,beasts,0,1,1,1,1,1,1,0,0,0,0,0,1
corn,celery,stalks,0,1,1,1,1,0,1,0,1,0,0,1,0
prune,strawberry,wrinkled,1,1,1,1,1,0,1,1,0,0,1,1,1
saxophone,accordion,gold,1,1,1,1,1,1,1,0,0,0,0,1,0
bison,deer,butterfly,0,1,1,1,0,1,1,1,0,1,0,0,1
saucer,spoon,china,1,1,1,1,1,0,1,0,0,1,0,1,0
shirt,trousers,collar,1,1,1,0,1,1,0,1,0,1,0,1,1
apartment,house,bedroom,1,1,0,1,1,1,1,1,1,0,0,0,1
owl,dove,oceans,0,1,1,1,1,1,1,1,1,0,1,1,0
rope,wheel,records,0,1,1,1,1,1,1,1,0,1,1,1,1
pepper,chicken,sprinkling,0,1,1,1,1,1,1,1,0,0,0,1,0
owl,sparrow,flies,0,1,1,1,1,0,1,0,0,0,0,1,1
eggplant,cabbage,offices,0,1,1,0,1,0,1,1,0,0,0,1,0
tray,cupboard,square,1,1,1,1,1,1,1,0,0,1,0,1,1
tap,barrel,winning,0,1,1,1,1,1,0,0,0,0,0,0,1
turnip,eggplant,crystal,0,1,1,0,0,1,1,1,0,0,0,1,1
rat,dog,amphibian,0,1,1,1,1,1,0,1,0,1,1,1,1
jeans,pants,buttons,0,1,1,1,1,0,0,0,0,1,0,0,0
tangerine,coconut,seeds,1,1,1,1,1,0,1,0,1,0,0,1,1
owl,frog,mice,1,1,1,1,1,1,1,0,0,0,0,1,0
crab,chicken,plush,0,1,1,1,1,1,1,0,0,0,0,1,1
apartment,cottage,bedroom,1,1,1,1,0,1,0,1,0,0,0,0,1
crab,avocado,colouring,0,1,1,1,1,1,1,0,0,0,0,1,1
trumpet,flute,gold,1,1,1,1,1,1,1,1,0,0,0,0,1
boat,truck,buttons,0,1,1,1,0,0,1,0,0,0,1,1,0
bottle,jar,cork,1,1,1,1,1,1,1,1,0,0,0,0,1
cheetah,giraffe,symbol,0,1,1,1,1,1,0,1,1,1,0,1,0
cougar,lion,disposable,0,1,0,1,1,0,1,0,1,1,1,1,0
garlic,peas,cloves,1,1,1,1,1,1,1,1,0,0,1,1,1
tangerine,cherry,seeds,1,1,1,1,1,0,1,0,0,0,0,1,1
kettle,fridge,electrical,0,1,1,1,1,1,0,0,1,0,0,1,1
blender,kettle,electrical,0,1,1,1,1,1,1,1,0,1,0,1,1
pheasant,partridge,occasions,0,1,1,1,1,1,1,1,1,1,1,1,1
shirt,blouse,pollution,0,1,1,1,1,1,1,0,1,1,0,0,1
hawk,falcon,cheese,0,1,1,1,1,1,1,0,1,0,0,0,1
basement,apartment,foundation,1,1,1,1,1,1,0,0,1,0,1,0,1
pepper,broccoli,pieces,1,1,1,1,1,0,0,0,0,0,0,1,1
mole,toad,holes,1,1,1,1,1,1,1,1,0,0,0,1,0
gate,cottage,hinges,1,1,1,1,1,1,1,0,0,1,0,1,0
bookcase,shelves,loosening,0,1,1,1,1,1,1,0,0,0,1,1,0
elephant,rabbit,peanuts,1,1,1,1,1,0,1,1,0,0,0,0,1
building,chapel,cement,1,1,1,0,0,1,1,0,0,0,0,1,0
flute,trombone,holes,1,1,1,1,1,1,0,0,1,0,0,1,1
crossbow,bolts,fall,0,1,0,1,1,0,1,0,0,0,0,1,1
rhubarb,raspberry,occasions,0,1,1,1,1,1,1,0,0,0,1,1,0
limousine,truck,nests,0,1,1,1,1,0,0,0,0,0,0,1,1
keyboard,mouse,electrical,1,1,1,1,1,1,1,0,0,0,1,1,1
hyena,giraffe,beasts,0,1,1,1,1,1,1,0,0,1,1,0,1
sandpaper,brush,junk,0,1,1,1,1,1,1,0,0,0,0,0,1
cage,rope,lock,1,1,1,1,1,1,1,0,0,0,1,1,0
chandelier,candle,prices,0,1,1,1,1,1,0,1,0,0,1,1,0
parsley,garlic,gardens,0,1,1,1,1,1,1,1,1,1,0,1,0
caterpillar,spider,writing,0,1,1,1,1,0,1,1,0,0,0,1,1
bra,socks,clasps,1,1,1,1,1,1,1,0,0,0,0,1,1
apple,cranberry,seeds,1,1,1,1,1,1,0,0,1,0,0,1,1
bookcase,dresser,dolls,0,0,1,1,1,1,1,1,0,1,0,0,0
spider,caterpillar,crawls,0,1,1,1,1,1,0,1,0,0,1,1,0
shoes,jacket,screeches,0,1,1,1,1,1,1,0,0,1,0,0,1
chimp,gorilla,brine,0,1,1,0,1,1,0,0,0,0,0,0,1
clarinet,flute,parks,0,1,1,1,1,1,0,0,0,1,1,1,1
cougar,moose,dens,0,1,1,1,1,0,1,0,1,1,0,0,1
rope,hose,twisted,1,1,1,1,1,1,1,0,0,1,1,1,1
camel,gorilla,spits,1,1,1,1,1,0,1,0,1,0,0,1,1
spider,squirrel,webs,1,1,1,1,1,1,0,0,0,0,0,1,1
harp,piano,things,0,1,1,0,1,0,1,1,0,0,0,0,1
pelican,penguin,boats,0,1,1,1,1,0,1,0,0,0,1,1,1
taxi,boat,hanging,0,1,1,1,1,0,1,0,1,1,0,1,1
pheasant,deer,flies,1,1,1,1,1,1,1,1,0,0,0,1,1
grapefruit,lime,sections,1,1,1,1,1,1,1,1,1,1,0,1,1
fawn,blouse,spots,1,1,1,1,1,1,1,0,0,1,0,1,1
mushroom,potato,stem,1,1,1,1,1,1,0,0,1,0,1,0,1
shield,dagger,levels,0,0,1,1,0,1,1,1,0,0,1,0,1
skirt,sweater,colourful,1,1,1,1,1,1,1,1,0,0,0,1,1
microwave,freezer,turntable,1,1,1,1,1,0,0,1,1,1,0,0,1
butterfly,moth,flies,0,1,1,1,1,0,1,0,0,0,0,1,1
raccoon,alligator,garbage,1,1,1,1,1,0,1,0,1,0,0,1,1
camel,elk,on,0,1,0,1,1,1,1,0,0,0,0,0,0
lobster,tuna,climates,0,1,1,1,1,0,1,0,0,0,1,1,1
elephant,dolphin,chairs,0,1,1,1,1,1,1,1,1,1,0,1,0
vine,willow,curved,0,1,1,1,1,1,1,1,0,0,0,1,1
tie,trousers,patterns,1,1,1,1,1,1,1,1,0,0,0,1,1
eagle,stork,flies,0,1,1,1,1,1,1,1,1,0,0,1,1
otter,caribou,point,0,1,1,1,1,1,0,0,1,1,1,1,0
eggplant,onions,seeds,1,1,1,1,1,1,1,0,0,0,0,1,0
crab,octopus,worn,0,1,1,1,1,1,1,0,0,0,0,0,0
rabbit,squirrel,carrots,1,1,1,1,1,1,1,1,1,1,0,1,0
tent,jacket,envelopes,0,1,0,1,0,1,1,0,0,0,0,1,1
pistol,cannon,barks,0,1,1,1,1,1,1,0,0,0,0,1,1
lettuce,spinach,cream,0,1,1,1,0,1,1,1,1,0,1,0,0
gown,skirt,pick,0,1,1,1,1,1,1,0,1,0,1,0,1
shed,cupboard,invented,0,1,1,1,1,1,1,1,1,1,1,1,1
bra,gown,clasps,1,1,1,1,1,1,1,0,1,0,1,1,1
armour,shell,beasts,0,1,1,1,1,1,1,0,0,0,0,1,1
tomato,carrot,tobacco,0,1,1,1,1,1,0,1,0,1,1,0,0
blender,dishwasher,electrical,0,1,1,1,1,1,0,1,1,0,0,1,1
tortoise,turtle,clothes,0,1,1,1,1,1,0,0,1,1,0,0,0
gloves,sweater,furniture,0,1,1,1,1,1,1,0,1,1,1,1,1
jacket,pants,zipper,1,1,0,1,1,1,1,0,0,0,0,1,1
sink,tap,weight,0,0,1,1,1,1,1,0,0,0,0,1,0
shirt,coat,collar,1,1,1,1,1,1,1,0,0,0,0,1,1
bike,skateboard,gears,1,0,1,1,1,1,1,0,0,0,0,1,1
crow,crane,flies,1,1,1,1,1,0,0,0,0,0,1,1,0
bike,boat,frame,1,1,1,0,1,1,0,0,1,0,0,1,1
train,taxi,grapes,0,1,1,1,1,1,0,1,0,0,0,0,1
banjo,whistle,badminton,0,1,1,1,1,0,0,1,1,1,0,1,1
parsley,asparagus,run-down,0,1,1,0,1,1,1,0,0,1,0,1,1
strawberry,blueberry,pulling,0,1,1,1,1,1,1,0,0,1,0,1,0
bagpipe,saxophone,races,0,1,1,0,1,0,0,0,1,0,0,1,0
airplane,jet,crashes,1,1,1,0,1,1,1,0,0,0,1,0,1
cheetah,elephant,drawing,0,1,1,1,1,1,1,0,0,0,0,1,1
cap,scarf,logos,1,1,1,1,1,1,1,0,1,0,0,0,0
jacket,pants,pockets,0,1,0,1,1,1,1,0,0,0,1,1,1
pen,pencil,ink,1,1,1,1,1,1,1,0,0,0,0,1,1
clam,eel,mashing,0,1,1,0,1,0,0,0,0,0,1,1,1
pepper,tomato,pieces,1,0,1,1,1,1,0,1,0,0,1,1,0
blender,toaster,van,0,1,1,1,0,1,1,0,0,0,1,1,1
sweater,jeans,laces,0,1,1,1,1,1,1,1,1,0,1,0,1
ship,submarine,sails,1,1,1,1,1,1,1,0,0,1,0,1,1
cabin,boat,seats,0,1,1,1,1,1,0,1,0,1,0,1,1
strainer,colander,shows,0,1,1,1,1,1,1,1,1,1,1,1,1
spider,moth,flies,1,0,1,1,1,1,0,0,0,1,1,1,0
garlic,chicken,trapping,0,1,1,0,1,1,1,0,1,1,0,1,0
escalator,elevator,handrails,1,1,1,1,1,1,1,1,1,0,0,1,1
catfish,trout,dump,0,1,1,1,1,1,1,0,0,0,0,0,1
box,telephone,desserts,0,1,0,0,1,1,1,0,0,0,0,1,0
whale,deer,criminals,0,1,1,1,0,1,1,0,0,1,0,1,0
robe,curtains,cloth,1,1,1,1,1,1,1,0,0,0,1,0,1
elephant,horse,pulling,0,1,1,1,1,1,0,0,0,0,0,0,1
tangerine,pineapple,sections,1,1,1,1,1,1,1,1,0,0,0,1,0
bottle,spoon,cork,1,1,1,1,1,0,0,0,1,1,0,1,0
trombone,clarinet,gold,1,1,1,1,1,1,0,1,1,0,0,1,1
